Date,Content,Video title,Video publish time,Duration,Views,Watch time (hours)
2024-07-31,Suyj-gDqNFM,Osmo Pocket 3 Creator Combo unboxing #osmopocket3 #dji,"Jul 17, 2024",58,1,0.0167
2024-08-01,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,3,0.0
2024-08-01,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-02,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-02,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-03,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.05
2024-08-03,Suyj-gDqNFM,Osmo Pocket 3 Creator Combo unboxing #osmopocket3 #dji,"Jul 17, 2024",58,2,0.0333
2024-08-03,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,2,0.0167
2024-08-04,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,4,0.0167
2024-08-04,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-05,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0
2024-08-05,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-06,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,4,0.0167
2024-08-06,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-07,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,0,0.0
2024-08-08,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-09,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-10,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,3,0.0
2024-08-10,Suyj-gDqNFM,Osmo Pocket 3 Creator Combo unboxing #osmopocket3 #dji,"Jul 17, 2024",58,0,0.0
2024-08-10,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-11,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,3,0.0167
2024-08-12,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-12,Suyj-gDqNFM,Osmo Pocket 3 Creator Combo unboxing #osmopocket3 #dji,"Jul 17, 2024",58,0,0.0
2024-08-12,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,2,0.0
2024-08-13,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-13,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-14,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,3,0.0
2024-08-15,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0167
2024-08-15,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,2,0.0167
2024-08-16,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,173,0.6
2024-08-16,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,236,2.3
2024-08-17,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-17,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,2,0.0
2024-08-17,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,332,1.0333
2024-08-17,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,6,0.0333
2024-08-18,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-18,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,10,0.0333
2024-08-18,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,12,0.1167
2024-08-19,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-19,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-19,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,5,0.0167
2024-08-19,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,18,0.1
2024-08-20,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-20,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-20,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,6,0.0167
2024-08-21,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-21,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-08-21,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-21,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,2,0.0167
2024-08-22,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-22,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-22,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,5,0.0333
2024-08-23,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-23,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,3,0.0
2024-08-24,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,0,0.0
2024-08-24,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,2,0.0167
2024-08-24,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,3,0.0167
2024-08-25,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-25,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,0,0.0
2024-08-25,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,8,0.0667
2024-08-26,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-27,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-28,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-28,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-08-29,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-08-29,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,1,0.0
2024-08-30,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,0,0.0
2024-08-30,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,1,0.0
2024-08-31,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0
2024-08-31,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,14,0.0333
2024-08-31,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-01,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-01,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,28,0.1167
2024-09-01,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,1,0.0
2024-09-02,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,69,0.25
2024-09-02,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,4,0.0167
2024-09-02,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,6,0.0167
2024-09-02,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,2,0.0167
2024-09-03,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,443,1.7667
2024-09-03,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,0,0.0
2024-09-03,Suyj-gDqNFM,Osmo Pocket 3 Creator Combo unboxing #osmopocket3 #dji,"Jul 17, 2024",58,1,0.0
2024-09-03,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-03,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-03,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,0,0.0
2024-09-03,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,4,0.0
2024-09-04,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,5,0.0167
2024-09-04,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-04,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,5,0.0167
2024-09-04,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,2,0.0167
2024-09-05,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,4,0.0167
2024-09-05,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,6,0.0333
2024-09-05,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,2,0.0
2024-09-06,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,2,0.0
2024-09-06,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,0,0.0
2024-09-06,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-06,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,0,0.0
2024-09-07,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,2,0.0
2024-09-07,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0
2024-09-07,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-08,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,3,0.0167
2024-09-08,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-08,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,7,0.0333
2024-09-08,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,0,0.0
2024-09-09,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,0,0.0
2024-09-09,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-09,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,7,0.0167
2024-09-09,vfzwBBAZvPE,Endless possibilities with #Insta360 Go 3S and this Smallrig mount #insta360go3s #smallrig,"Aug 17, 2024",31,1,0.0
2024-09-10,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,4,0.0167
2024-09-10,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,3,0.0
2024-09-10,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-11,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-11,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,5,0.0167
2024-09-12,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,1,0.0
2024-09-12,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-12,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,3,0.0
2024-09-13,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,3,0.0
2024-09-13,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-13,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-13,p9Fafrf0dYA,POV you&#39;re taking photos in a late summer evening,"Sep 14, 2024",19,90,0.35
2024-09-14,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,4,0.0167
2024-09-14,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,621,3.1667
2024-09-14,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-14,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-14,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-14,p9Fafrf0dYA,POV you&#39;re taking photos in a late summer evening,"Sep 14, 2024",19,2,0.0
2024-09-15,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,1,0.0
2024-09-15,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,22,0.1333
2024-09-15,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0
2024-09-15,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,7,0.0167
2024-09-15,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-15,p9Fafrf0dYA,POV you&#39;re taking photos in a late summer evening,"Sep 14, 2024",19,4,0.0
2024-09-16,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,4,0.0167
2024-09-16,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,15,0.0667
2024-09-16,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-16,Suyj-gDqNFM,Osmo Pocket 3 Creator Combo unboxing #osmopocket3 #dji,"Jul 17, 2024",58,1,0.0
2024-09-16,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,11,0.05
2024-09-16,p9Fafrf0dYA,POV you&#39;re taking photos in a late summer evening,"Sep 14, 2024",19,1,0.0
2024-09-17,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,6,0.0167
2024-09-17,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,3,0.0
2024-09-17,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-17,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-17,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-18,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,0,0.0
2024-09-18,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,14,0.0333
2024-09-18,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-18,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,3,0.0
2024-09-19,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,1,0.0
2024-09-19,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,7,0.0333
2024-09-19,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,3,0.0
2024-09-19,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-20,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,1,0.0
2024-09-20,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-20,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,3,0.0
2024-09-20,p9Fafrf0dYA,POV you&#39;re taking photos in a late summer evening,"Sep 14, 2024",19,1,0.0
2024-09-21,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,4,0.0167
2024-09-21,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,1,0.0
2024-09-21,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,5,0.0167
2024-09-21,p9Fafrf0dYA,POV you&#39;re taking photos in a late summer evening,"Sep 14, 2024",19,0,0.0
2024-09-21,ypJIoJBYxgA,Insta360 Go 3S Unboxing #insta360 #insta360go3s,"Aug 16, 2024",42,0,0.0
2024-09-22,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,3,0.0
2024-09-22,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,2,0.0
2024-09-22,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0167
2024-09-22,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,2,0.0
2024-09-23,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,1,0.0
2024-09-23,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,2,0.0167
2024-09-23,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,1,0.0
2024-09-23,nAPI2t0iDsc,DJI Mini 4 Pro footage  - Portland Oregon 4k,"Jul 14, 2024",48,1,0.0
2024-09-24,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,1,0.0
2024-09-24,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,2,0.0
2024-09-24,QjwPFM9N9jA,Experimenting with the Osmo Pocket 3 on a magnetic mount #osmopocket3 #dji,"Jul 27, 2024",23,0,0.0
2024-09-24,iPwzoqGuyNM,Tenba Axis V2 24L fit test,"Aug 31, 2024",16,6,0.0167
2024-09-25,CVRpqsEJVOo,Motionlapse with DJI Osmo Pocket 3 #dji #osmopocket3 #motionlapse,"Sep 03, 2024",18,1,0.0
2024-09-25,Fcm8fdsTPc0,DJI Mini 4 Pro test flight in vertical resolution #djimini4pro #dronevideo #dji,"Sep 14, 2024",26,1,0.0
